Time; Event Name; Button; Feedback; Target Path; Target Distance; Target Speed; Accuracy
839.040; Button Pressed; X; visual; Circle; 9.02; 2; 9.60
839.040; Target Shot
839.541; Target destroyed
840.544; Target respawned
974.281; Before Click; X; haptic; Circle; 8.40; 2; 23.04
974.281; Button Pressed; X; haptic; Circle; 8.40; 2; 23.04
974.281; Target Shot
974.783; Target destroyed
975.785; Target respawned
977.901; Before Click; X; haptic; Line; 3.69; 0.5; 72.28
977.901; Button Pressed; X; haptic; Line; 3.69; 0.5; 72.28
977.901; Target Shot
978.402; Target destroyed
979.405; Target respawned
980.518; Before Click; X; haptic; Square; 6.56; 1; 80.74
980.518; Button Pressed; X; haptic; Square; 6.56; 1; 80.74
980.518; Target Shot
981.019; Target destroyed
982.022; Target respawned
982.857; Before Click; X; haptic; Static; 2.13; 0; 88.51
982.857; Button Pressed; X; haptic; Static; 2.13; 0; 88.51
982.857; Target Shot
983.359; Target destroyed
984.361; Target respawned
985.809; Before Click; X; haptic; Loop; 6.55; 1.5; 4.09
985.809; Button Pressed; X; haptic; Loop; 6.55; 1.5; 4.09
985.809; Target Shot
986.309; Target destroyed
987.312; Target respawned
1227.957; Before Click; X; audio; Line; 4.08; -0.5; 92.95
1227.957; Button Pressed; X; audio; Line; 4.08; -0.5; 92.95
1227.957; Target Shot
1228.459; Target destroyed
1229.461; Target respawned
1231.159; Before Click; X; audio; Loop; 6.77; 1.5; 55.21
1231.159; Button Pressed; X; audio; Loop; 6.77; 1.5; 55.21
1231.159; Target Shot
1231.660; Target destroyed
1232.663; Target respawned
1234.654; Before Click; X; audio; Square; 6.13; 1; 55.51
1234.654; Button Pressed; X; audio; Square; 6.13; 1; 55.51
1234.654; Target Shot
1235.155; Target destroyed
1236.157; Target respawned
1237.313; Before Click; X; audio; Static; 2.21; 0; 81.79
1237.313; Button Pressed; X; audio; Static; 2.21; 0; 81.79
1237.313; Target Shot
1237.814; Target destroyed
1238.817; Target respawned
1240.056; Before Click; X; audio; Circle; 8.78; 2; 49.01
1240.056; Button Pressed; X; audio; Circle; 8.78; 2; 49.01
1240.056; Target Shot
1240.557; Target destroyed
1241.560; Target respawned
1403.587; Before Click; X; visual + haptic; Static; 2.25; 0; 49.84
1403.587; Button Pressed; X; visual + haptic; Static; 2.25; 0; 49.84
1403.587; Target Shot
1404.088; Target destroyed
1405.091; Target respawned
1407.361; Before Click; X; visual + haptic; Line; 3.99; 0.5; 82.30
1407.361; Button Pressed; X; visual + haptic; Line; 3.99; 0.5; 82.30
1407.361; Target Shot
1407.861; Target destroyed
1408.864; Target respawned
1410.340; Before Click; X; visual + haptic; Circle; 9.20; 2; 43.95
1410.340; Button Pressed; X; visual + haptic; Circle; 9.20; 2; 43.95
1410.340; Target Shot
1410.841; Target destroyed
1411.843; Target respawned
1414.781; Before Click; X; visual + haptic; Loop; 7.26; 1.5; 14.37
1414.781; Button Pressed; X; visual + haptic; Loop; 7.26; 1.5; 14.37
1414.781; Target Shot
1415.282; Target destroyed
1416.285; Target respawned
1417.607; Before Click; X; visual + haptic; Square; 6.67; 1; 50.10
1417.607; Button Pressed; X; visual + haptic; Square; 6.67; 1; 50.10
1417.607; Target Shot
1418.108; Target destroyed
1419.110; Target respawned
1539.486; Before Click; X; visual + haptic + audio; Square; 5.94; 1; 47.56
1539.486; Button Pressed; X; visual + haptic + audio; Square; 5.94; 1; 47.56
1539.486; Target Shot
1539.987; Target destroyed
1540.990; Target respawned
1543.454; Before Click; X; visual + haptic + audio; Line; 4.02; -0.5; 83.71
1543.454; Button Pressed; X; visual + haptic + audio; Line; 4.02; -0.5; 83.71
1543.454; Target Shot
1543.955; Target destroyed
1544.958; Target respawned
1546.072; Before Click; X; visual + haptic + audio; Static; 2.10; 0; 92.43
1546.072; Button Pressed; X; visual + haptic + audio; Static; 2.10; 0; 92.43
1546.072; Target Shot
1546.573; Target destroyed
1547.576; Target respawned
1548.704; Before Click; X; visual + haptic + audio; Circle; 9.54; 2; 20.42
1548.704; Button Pressed; X; visual + haptic + audio; Circle; 9.54; 2; 20.42
1548.704; Target Shot
1549.204; Target destroyed
1550.207; Target respawned
1553.896; Before Click; X; visual + haptic + audio; Loop; 7.57; 1.5; 84.39
1553.896; Button Pressed; X; visual + haptic + audio; Loop; 7.57; 1.5; 84.39
1553.896; Target Shot
1554.398; Target destroyed
1555.400; Study End
1555.400; Target respawned
